Motion Through Fluids Experiment Thu, Mar 02, 2023 2:08 PM
Time(sec)	Position(mm)
52.446	142.828
52.647	143.375
52.846	143.922
53.046	144.468
53.246	145.015
53.446	145.562
53.646	146.109
53.846	146.655
54.046	147.202
54.246	148.296
54.446	148.296
54.646	149.389
54.846	149.936
55.047	150.483
55.247	151.029
55.446	151.576
55.646	152.123
55.846	152.670
56.046	153.216
56.246	153.763
56.446	154.310
56.646	154.856
56.846	155.403
57.046	155.950
57.246	156.497
57.446	157.043
57.646	158.137
57.846	158.684
58.046	159.230
58.246	159.777
58.446	160.324
58.646	160.871
58.846	161.417
59.046	161.964
59.246	162.511
59.446	163.058
59.646	163.604
59.846	164.151
60.046	164.698
60.246	165.245
60.446	165.791
60.646	166.338
60.846	167.432
61.046	167.978
61.246	168.525
61.446	169.072
61.646	169.619
61.846	170.165
62.046	170.712
62.246	171.259
62.446	171.806
62.646	172.352
62.846	172.899
63.046	173.446
63.246	173.992
63.446	174.539
63.646	175.086
63.846	176.179
64.046	176.726
64.246	177.273
64.446	177.820
64.646	178.366
64.846	178.913
65.046	179.460
65.246	180.007
65.446	180.553
65.646	181.100
65.846	181.647
66.046	182.194
66.246	182.740
66.446	183.287
66.646	183.834
66.846	184.381
67.046	184.927
67.246	185.474
67.446	186.021
67.646	186.568
67.846	187.114
68.046	188.208
68.246	188.755
68.446	189.301
68.646	189.848
68.846	190.395
69.046	190.942
69.246	191.488
69.446	192.035
69.646	192.582
69.846	193.129
70.046	193.675
70.246	194.222
70.446	194.769
70.646	195.316
70.846	195.862
71.047	196.409
71.246	196.956
71.446	197.502
71.647	198.049
71.846	198.596
72.046	199.143
72.246	199.689
72.446	200.236
72.646	200.783
72.846	201.330
73.047	201.876
73.246	202.423
73.446	202.970
73.646	203.517
73.847	204.063
74.046	204.610
74.247	205.157
74.449	205.704
74.646	206.250
74.846	206.797
75.046	207.344
75.246	207.891
75.446	208.437
75.646	208.984
75.846	209.531
76.046	210.078
76.246	210.624
76.446	211.171
76.646	211.718
76.846	212.265
77.046	212.811
77.246	213.358
77.446	213.905
77.646	214.452
77.846	214.998
78.046	215.545
78.246	216.092
78.446	216.638
78.646	217.185
78.846	217.732
79.046	218.279
79.246	218.825
79.446	219.372
79.646	219.919
79.846	220.466
80.047	221.012
80.246	221.559
80.446	222.106
80.647	222.653
80.846	223.199
81.046	223.746
81.246	224.293
81.446	224.840
81.646	225.386
81.846	225.933
82.046	226.480
82.246	227.027
82.446	227.573
82.646	228.120
82.846	228.120
83.046	228.667
83.247	229.760
83.446	229.760
83.646	230.307
83.846	230.854
84.046	231.401
84.247	231.947
84.446	232.494
84.646	233.041
84.846	233.588
85.046	234.134
85.246	234.681
85.446	235.228
85.646	235.775
85.846	236.321
86.046	236.868
86.246	236.868
86.446	237.415
86.647	237.962
86.846	238.508
87.046	239.055
87.246	239.602
87.446	240.148
87.646	240.695
87.846	240.695
88.046	241.242
88.246	241.789
88.446	242.335
88.646	242.882
88.846	243.429
89.046	243.976
89.246	243.976
89.446	244.522
89.646	245.069
89.846	245.616
90.046	246.163
90.246	246.709
90.446	246.709
90.649	247.256
90.846	247.803
91.046	248.350
91.246	248.350
91.446	248.896
91.646	249.443
91.846	249.990
92.046	250.537
92.246	250.537
92.446	251.083
92.646	251.630
92.846	252.177
93.046	252.724
93.246	252.724
93.446	253.270
93.646	253.817
93.846	254.364
94.046	254.364
94.246	0.000
94.446	0.000
94.646	0.000
94.846	0.000
95.046	0.000
95.246	0.000
95.446	0.000
95.646	0.000
95.846	0.000
96.046	0.000
96.246	0.000
96.446	0.000
96.646	0.000
96.846	0.000
97.046	0.000
97.246	0.000
97.446	0.000
97.646	0.000
97.846	0.000
