Motion Through Fluids Experiment Tue, Feb 28, 2023 3:30 PM
Time(sec)	Position(mm)
73.192	218.279
73.392	218.825
73.592	219.372
73.792	220.466
73.992	221.012
74.192	221.559
74.392	222.106
74.592	222.653
74.792	223.746
74.992	224.293
75.192	224.840
75.392	225.386
75.592	226.480
75.792	227.027
75.992	227.573
76.192	228.120
76.392	228.667
76.592	229.214
76.792	230.307
76.992	230.854
77.192	231.401
77.392	231.947
77.593	233.041
77.792	233.588
77.992	234.134
78.192	234.681
78.392	235.228
78.592	236.321
78.792	236.868
78.992	237.415
79.193	237.962
79.392	238.508
79.592	239.055
79.792	240.148
79.992	240.695
80.192	241.242
80.392	241.789
80.592	242.335
80.792	243.429
80.992	243.976
81.192	244.522
81.392	245.069
81.592	245.616
81.792	246.163
81.992	0.000
82.192	247.803
82.392	248.350
82.592	248.896
82.792	249.443
82.993	0.000
83.193	0.000
83.393	0.000
83.592	0.000
83.792	0.000
83.992	0.000
84.192	0.000
84.392	0.000
84.592	0.000
84.792	255.457
84.992	0.000
85.193	0.000
85.392	0.000
85.592	0.000
85.792	0.000
85.992	0.000
86.192	0.000
86.392	0.000
86.592	0.000
86.792	0.000
