Motion Through Fluids Experiment Thu, Mar 02, 2023 2:05 PM
Time(sec)	Position(mm)
18.385	107.290
18.485	107.837
18.585	108.383
18.685	109.477
18.785	110.024
18.885	110.570
18.985	111.117
19.085	111.664
19.185	112.757
19.285	113.304
19.385	113.851
19.485	114.397
19.585	115.491
19.685	116.038
19.785	116.584
19.885	117.678
19.985	118.225
20.085	118.771
20.185	119.318
20.285	120.412
20.385	120.958
20.485	121.505
20.585	122.052
20.685	123.145
20.785	123.692
20.885	124.239
20.985	124.786
21.085	125.879
21.185	126.426
21.285	126.973
21.385	127.519
21.485	128.066
21.585	129.160
21.685	129.706
21.785	130.253
21.886	130.800
21.985	131.893
22.085	132.440
22.185	132.987
22.285	133.533
22.385	134.627
22.485	135.174
22.585	135.720
22.685	136.267
22.785	137.361
22.885	137.907
22.985	138.454
23.085	139.001
23.185	140.094
23.285	140.641
23.385	141.188
23.485	142.281
23.585	142.828
23.685	143.375
23.785	143.922
23.885	145.015
23.985	145.562
24.085	146.109
24.185	146.655
24.285	147.202
24.385	148.296
24.485	148.842
24.585	149.389
24.685	149.936
24.785	151.029
24.885	151.576
24.985	152.123
25.085	152.670
25.185	153.763
25.285	154.310
25.385	154.856
25.485	155.403
25.585	155.950
25.685	157.043
25.785	157.590
25.885	158.137
25.985	158.684
26.085	159.230
26.185	160.324
26.285	160.871
26.385	161.417
26.485	161.964
26.585	162.511
26.685	163.604
26.785	164.151
26.885	164.698
26.985	165.245
27.085	165.791
27.185	166.885
27.285	167.432
27.385	167.978
27.485	168.525
27.585	169.619
27.685	170.165
27.785	170.712
27.885	171.259
27.985	171.806
28.085	172.899
28.185	173.446
28.285	173.992
28.385	174.539
28.485	175.086
28.585	176.179
28.685	176.726
28.785	177.273
28.885	177.820
28.985	178.913
29.085	179.460
29.185	180.007
29.285	180.553
29.385	181.100
29.485	182.194
29.585	182.740
29.685	183.287
29.785	183.834
29.885	184.381
29.985	185.474
30.085	186.021
30.185	186.568
30.285	187.114
30.385	187.661
30.485	188.755
30.585	189.301
30.685	189.848
30.785	190.395
30.885	190.942
30.985	192.035
31.085	192.582
31.185	193.129
31.285	193.675
31.385	194.222
31.485	194.769
31.585	195.862
31.685	196.409
31.785	196.956
31.885	197.502
31.985	198.049
32.085	199.143
32.185	199.689
32.285	200.236
32.385	200.783
32.485	201.330
32.585	201.876
32.685	202.970
32.785	203.517
32.885	204.063
32.985	204.610
33.085	205.157
33.185	205.704
33.285	206.250
33.385	206.797
33.485	207.891
33.585	208.437
33.685	208.984
33.785	209.531
33.885	210.078
33.985	210.624
34.085	211.171
34.185	212.265
34.285	212.811
34.385	213.358
34.485	213.905
34.585	214.452
34.686	214.998
34.785	216.092
34.885	216.638
34.985	217.185
35.085	217.732
35.185	218.279
35.285	218.825
35.385	219.372
35.485	220.466
35.585	221.012
35.685	221.559
35.785	222.106
35.885	222.653
35.985	223.199
36.085	223.746
36.185	224.840
36.285	225.386
36.385	225.933
36.485	226.480
36.585	227.027
36.685	227.573
36.785	228.120
36.885	228.667
36.985	229.214
37.085	230.307
37.185	230.854
37.285	231.401
37.385	231.947
37.485	232.494
37.585	233.041
37.685	233.588
37.785	234.134
37.885	234.681
37.985	235.228
38.085	235.775
38.185	236.321
38.285	236.868
38.385	237.962
38.485	238.508
38.585	239.055
38.685	239.602
38.785	240.148
38.885	240.695
38.985	241.242
39.085	241.789
39.185	242.335
39.285	242.882
39.385	243.429
39.485	243.976
39.585	244.522
39.685	245.069
39.785	245.616
39.885	246.163
39.985	246.709
40.085	246.709
40.185	247.803
40.285	247.803
40.386	248.350
40.485	248.896
40.585	249.443
40.685	249.990
40.786	250.537
40.885	251.083
40.985	251.630
41.085	252.177
41.185	252.724
41.285	253.270
41.385	253.817
41.485	253.817
41.585	254.364
41.685	254.911
41.785	255.457
41.885	0.000
41.985	0.000
42.085	0.000
42.185	0.000
42.285	0.000
42.385	0.000
42.485	0.000
42.585	0.000
