Motion Through Fluids Experiment Tue, Feb 28, 2023 3:47 PM
Time(sec)	Position(mm)
0.201	15.437
0.401	16.530
0.601	17.077
0.801	17.624
1.001	18.171
1.201	19.264
1.401	19.811
1.601	20.358
1.801	20.904
2.001	21.451
2.201	22.545
2.401	23.091
2.601	23.638
2.801	24.732
3.001	25.278
3.201	25.825
3.401	26.918
3.601	27.465
3.801	28.012
4.001	28.559
4.201	29.105
4.401	30.199
4.601	30.746
4.801	31.292
5.001	31.839
5.201	32.386
5.401	33.479
5.601	34.026
5.801	34.573
6.001	35.120
6.201	36.213
6.401	36.760
6.601	37.307
6.801	37.853
7.001	38.947
7.201	39.494
7.401	40.040
7.601	40.587
7.801	41.681
8.001	42.227
8.201	42.774
8.401	43.321
8.601	43.868
8.801	44.961
9.001	45.508
9.201	46.055
9.401	46.601
9.601	47.695
9.801	48.241
10.001	48.788
10.201	49.335
10.401	50.428
10.608	50.975
10.801	51.522
11.001	52.069
11.201	53.162
11.401	53.709
11.601	54.256
11.801	54.802
12.001	55.349
12.201	56.443
12.401	56.989
12.601	57.536
12.801	58.083
13.001	59.176
13.201	59.723
13.401	60.270
13.601	60.817
13.801	61.910
14.001	62.457
14.202	63.004
14.401	63.550
14.601	64.644
14.801	65.191
15.001	65.737
15.201	66.284
15.401	67.378
15.601	67.924
15.801	68.471
16.001	69.018
16.201	70.111
16.401	70.658
16.601	71.205
16.801	71.751
17.001	72.298
17.201	73.392
17.401	73.938
17.601	74.485
17.802	75.032
18.001	76.125
18.201	76.672
18.401	77.219
18.601	77.766
18.801	78.312
19.001	79.406
19.201	79.953
19.401	80.499
19.602	81.046
19.802	82.140
20.001	82.686
20.201	83.233
20.401	83.780
20.601	84.873
20.801	85.420
21.001	85.967
21.201	86.514
21.401	87.607
21.601	88.154
21.801	88.701
22.001	89.247
22.201	90.341
22.401	90.887
22.601	91.434
22.801	91.981
23.001	92.528
23.201	93.621
23.401	94.168
23.601	94.715
23.801	95.261
24.001	96.355
24.201	96.902
24.401	97.448
24.601	98.542
24.801	0.000
25.001	0.000
25.201	100.182
25.401	101.276
25.601	101.822
25.801	102.369
26.001	102.916
26.201	103.463
26.401	104.556
26.601	105.103
26.814	105.650
27.001	106.196
27.201	107.290
27.401	107.837
27.601	108.383
27.801	109.477
28.001	110.024
28.201	110.570
