Motion Through Fluids Experiment Thu, Mar 02, 2023 1:41 PM
Time(sec)	Position(mm)
39.791	114.397
39.992	114.944
40.191	115.491
40.391	116.038
40.591	117.131
40.791	117.678
40.991	118.225
41.191	118.771
41.391	119.318
41.591	119.865
41.791	120.412
41.991	121.505
42.191	122.052
42.391	122.599
42.591	0.000
42.791	0.000
42.991	124.786
43.191	125.332
43.391	125.879
43.591	126.426
43.791	126.973
43.991	128.066
44.191	128.613
44.391	129.160
44.591	129.706
44.791	130.253
44.992	130.800
45.191	131.893
45.391	132.440
45.591	132.987
45.791	133.533
45.991	134.080
46.191	134.627
46.391	135.720
46.591	136.267
46.791	136.814
46.991	137.361
47.192	137.907
47.391	139.001
47.592	139.548
47.791	140.094
47.991	140.641
48.192	141.188
48.391	142.281
48.592	142.828
48.791	143.375
48.991	143.922
49.192	144.468
49.391	145.015
49.591	145.562
49.792	146.655
49.991	147.202
50.191	147.749
50.392	148.296
50.591	148.842
50.791	149.936
50.991	150.483
51.191	151.029
51.391	151.576
51.591	152.123
51.791	153.216
51.991	153.763
52.192	154.310
52.391	154.856
52.591	155.403
52.791	155.950
52.991	157.043
53.191	157.590
53.391	158.137
53.592	158.684
53.791	159.230
53.991	159.777
54.191	160.871
54.391	161.417
54.591	161.964
54.791	162.511
54.991	163.058
55.191	164.151
55.391	164.698
55.591	165.245
55.791	0.000
55.991	0.000
56.191	167.432
56.391	167.978
56.591	168.525
56.791	169.072
56.991	169.619
57.192	170.165
57.392	171.259
57.591	171.806
57.791	172.352
57.991	172.899
58.191	173.446
58.391	174.539
58.591	0.000
58.791	0.000
58.991	0.000
59.191	176.726
59.391	177.820
59.591	178.366
59.792	178.913
59.991	179.460
60.192	180.007
60.391	180.553
60.591	181.100
60.791	182.194
60.991	182.740
61.191	183.287
61.391	183.834
61.592	184.381
61.792	184.927
61.991	186.021
62.191	186.568
62.392	187.114
62.591	187.661
62.791	188.755
62.991	188.755
63.191	189.848
63.391	190.395
63.591	190.942
63.791	191.488
63.991	0.000
64.191	0.000
64.391	0.000
64.591	0.000
64.791	0.000
64.991	0.000
65.191	196.409
65.391	196.956
65.591	197.502
65.792	198.049
65.991	198.596
66.191	199.143
66.391	200.236
66.591	200.783
66.791	201.330
66.991	201.876
67.191	202.423
67.391	202.970
67.591	204.063
67.791	204.610
67.992	205.157
68.191	205.704
68.391	206.250
68.591	206.797
68.791	207.344
68.991	207.891
69.191	208.984
69.391	209.531
69.592	210.078
69.791	210.624
69.991	211.718
70.191	212.265
70.391	212.811
70.591	213.358
70.791	213.905
70.991	214.452
71.191	215.545
71.391	216.092
71.591	216.638
71.791	217.185
71.991	217.732
72.191	218.279
72.391	218.825
72.591	219.919
72.791	220.466
72.991	221.012
73.191	221.559
73.391	222.106
73.591	223.199
73.792	223.746
73.991	224.293
74.191	224.840
74.391	225.386
74.591	225.933
74.791	226.480
74.991	227.573
75.191	228.120
75.391	228.667
75.591	229.214
75.791	229.760
75.991	230.854
76.191	231.401
76.391	231.947
76.591	232.494
76.791	233.041
76.991	233.588
77.191	234.681
77.391	0.000
77.592	0.000
77.791	0.000
77.991	0.000
78.191	0.000
78.391	0.000
78.591	0.000
78.791	239.602
78.991	0.000
79.191	240.695
79.391	0.000
79.591	0.000
79.791	242.335
79.991	243.429
80.191	243.976
80.391	244.522
80.591	0.000
80.791	0.000
80.992	0.000
81.191	0.000
81.391	0.000
81.591	0.000
81.791	0.000
81.992	0.000
82.191	0.000
82.391	250.537
82.591	0.000
82.791	251.630
82.991	252.177
83.191	252.724
83.391	253.270
83.591	0.000
83.792	254.364
83.991	0.000
84.191	0.000
84.391	0.000
84.591	0.000
84.791	0.000
84.991	0.000
85.191	0.000
85.391	0.000
85.591	0.000
