Motion Through Fluids Experiment Tue, Feb 28, 2023 3:43 PM
Time(sec)	Position(mm)
18.385	104.009
18.485	104.556
18.585	105.650
18.685	106.196
18.785	107.290
18.885	107.837
18.985	108.383
19.085	109.477
19.185	110.024
19.285	111.117
19.385	111.664
19.485	112.210
19.585	113.304
19.685	113.851
19.785	114.944
19.885	115.491
19.985	116.038
20.085	117.131
20.185	117.678
20.285	118.225
20.385	119.318
20.485	119.865
20.585	120.412
20.685	121.505
20.785	122.052
20.885	122.599
20.986	123.692
21.085	124.239
21.185	124.786
21.285	125.879
21.385	126.426
21.485	126.973
21.585	127.519
21.685	129.160
21.785	129.706
21.885	130.253
21.985	131.347
22.085	131.893
22.185	132.440
22.285	133.533
22.385	134.080
22.485	135.174
22.585	135.720
22.685	136.267
22.785	137.361
22.885	137.907
22.985	138.454
23.085	139.548
23.185	140.094
23.285	140.641
23.385	141.735
23.485	142.281
23.585	143.375
23.685	143.922
23.785	144.468
23.885	145.562
23.985	146.109
24.085	146.655
24.185	147.749
24.285	148.296
24.385	149.389
24.485	149.936
24.585	150.483
24.685	151.576
24.785	152.123
24.885	152.670
24.985	153.763
25.085	154.310
25.185	155.403
25.285	155.950
25.385	156.497
25.485	157.590
25.585	158.137
25.685	158.684
25.786	159.777
25.885	160.324
25.985	160.871
26.085	161.964
26.185	162.511
26.285	163.604
26.385	164.151
26.485	164.698
26.585	165.791
26.685	166.338
26.785	166.885
26.885	167.978
26.985	168.525
27.085	169.619
27.185	170.165
27.285	170.712
27.385	171.806
27.485	172.352
27.585	172.899
27.685	173.992
27.785	174.539
27.885	175.086
27.985	176.179
28.085	176.726
28.185	177.273
28.285	178.366
28.385	178.913
28.485	179.460
28.585	180.553
28.685	181.100
28.785	182.194
28.885	182.740
28.985	183.287
29.087	184.381
29.185	184.927
29.285	185.474
29.385	186.568
29.485	187.114
29.585	188.208
29.685	188.755
29.785	189.301
29.885	190.395
29.985	190.942
30.087	191.488
30.185	192.582
30.285	193.129
30.385	193.675
30.485	194.769
30.585	195.316
30.685	195.862
30.785	196.409
30.885	197.502
30.985	198.049
31.089	199.143
31.185	199.689
31.285	200.236
31.385	201.330
31.485	201.876
31.585	202.423
31.685	203.517
31.785	204.063
31.885	205.157
31.985	205.704
32.085	206.250
32.185	207.344
32.285	207.891
32.385	208.437
32.485	209.531
32.585	210.078
32.685	210.624
32.785	211.718
32.885	212.265
32.985	213.358
33.085	213.905
33.185	214.452
33.285	215.545
33.385	216.092
33.485	216.638
33.585	217.732
33.685	218.279
33.785	218.825
33.885	219.919
33.985	220.466
34.085	221.012
34.185	222.106
34.285	222.653
34.385	223.199
34.485	224.293
34.585	224.840
34.685	225.386
34.785	226.480
34.885	227.027
34.985	227.573
35.085	228.667
35.185	229.214
35.285	229.760
35.385	230.854
35.485	231.401
35.585	231.947
35.685	233.041
35.785	233.588
35.885	234.134
35.985	235.228
36.085	235.775
36.185	236.868
36.285	237.415
36.385	237.962
36.485	239.055
36.585	239.602
36.685	240.148
36.785	241.242
36.885	241.789
36.985	242.335
37.085	242.882
37.185	243.976
37.285	244.522
37.385	245.069
37.485	245.616
37.585	246.709
37.685	247.256
37.785	247.803
37.885	248.896
37.985	249.443
38.085	249.990
38.185	250.537
38.285	251.630
38.385	252.177
38.485	252.724
38.585	253.270
38.685	253.817
38.785	254.364
38.885	0.000
38.985	0.000
39.085	0.000
39.185	0.000
39.285	0.000
39.385	0.000
39.485	0.000
39.585	0.000
39.685	0.000
39.785	0.000
39.885	0.000
39.985	0.000
40.085	0.000
40.185	0.000
40.285	0.000
40.385	0.000
40.485	0.000
40.585	0.000
40.685	0.000
40.785	0.000
40.885	0.000
40.985	0.000
41.085	0.000
41.185	0.000
41.285	0.000
41.385	0.000
41.485	0.000
41.585	0.000
41.685	0.000
41.785	0.000
41.885	0.000
41.985	0.000
42.085	0.000
42.186	0.000
42.285	0.000
42.385	0.000
42.485	0.000
42.585	0.000
42.685	0.000
42.785	0.000
42.885	0.000
42.985	0.000
43.085	0.000
43.185	0.000
43.285	0.000
43.385	0.000
43.485	0.000
43.585	0.000
43.685	0.000
43.785	0.000
43.885	0.000
43.985	0.000
44.085	0.000
44.185	0.000
44.285	0.000
44.385	0.000
44.485	0.000
44.585	0.000
44.685	0.000
44.785	0.000
44.885	0.000
44.985	0.000
45.085	0.000
45.185	0.000
45.285	0.000
45.385	0.000
45.485	0.000
45.585	0.000
45.685	0.000
45.785	0.000
45.885	0.000
45.985	0.000
46.085	0.000
46.185	0.000
46.285	0.000
46.385	0.000
46.485	0.000
46.585	0.000
46.685	0.000
46.785	0.000
46.885	0.000
46.985	0.000
47.085	0.000
47.189	0.000
47.285	0.000
47.385	0.000
47.485	0.000
47.585	0.000
47.685	0.000
47.785	0.000
47.885	0.000
47.985	0.000
48.085	0.000
48.185	0.000
48.285	0.000
48.386	0.000
48.485	0.000
48.585	0.000
48.685	0.000
48.785	0.000
48.885	0.000
48.985	0.000
49.085	0.000
49.185	0.000
49.285	0.000
49.385	0.000
49.485	0.000
49.585	0.000
49.685	0.000
49.785	0.000
49.886	0.000
49.985	0.000
50.085	0.000
