Motion Through Fluids Experiment Thu, Mar 02, 2023 1:47 PM
Time(sec)	Position(mm)
17.906	110.570
18.006	111.117
18.106	112.210
18.206	112.757
18.306	113.304
18.406	114.397
18.506	114.944
18.606	115.491
18.706	116.038
18.806	117.131
18.906	117.678
19.006	118.225
19.106	119.318
19.206	119.865
19.306	120.412
19.406	121.505
19.506	122.052
19.606	122.599
19.706	123.692
19.806	124.239
19.906	124.786
20.006	125.879
20.106	125.879
20.206	126.973
20.306	128.613
20.406	128.613
20.506	129.160
20.606	130.253
20.706	130.800
20.806	131.347
20.906	132.440
21.006	132.987
21.106	133.533
21.206	134.627
21.306	135.174
21.406	135.720
21.506	136.814
21.606	137.361
21.706	137.907
21.806	138.454
21.906	139.548
22.006	140.094
22.106	140.641
22.206	141.735
22.306	142.281
22.406	142.828
22.506	143.922
22.606	144.468
22.706	145.015
22.806	146.109
22.906	146.655
23.006	147.202
23.106	147.749
23.206	148.842
23.306	149.389
23.407	149.936
23.506	151.029
23.606	151.576
23.706	152.123
23.806	153.216
23.906	153.763
24.006	154.310
24.106	155.403
24.206	155.950
24.306	156.497
24.407	157.590
24.506	158.137
24.606	158.684
24.706	159.777
24.807	160.324
24.906	160.871
25.006	161.417
25.106	162.511
25.206	163.058
25.306	163.604
25.406	164.698
25.506	165.245
25.606	165.791
25.706	166.885
25.806	167.432
25.906	167.978
26.006	169.072
26.106	169.619
26.206	170.165
26.306	171.259
26.406	171.806
26.506	172.352
26.606	173.446
26.706	173.992
26.806	174.539
26.906	175.633
27.006	176.179
27.106	176.726
27.207	177.273
27.306	178.366
27.406	178.913
27.506	179.460
27.606	180.553
27.706	181.100
27.806	181.647
27.906	182.740
28.006	183.287
28.106	183.834
28.206	184.381
28.306	185.474
28.406	186.021
28.506	186.568
28.606	187.661
28.706	188.208
28.806	188.755
28.906	189.301
29.006	190.395
29.106	190.942
29.206	192.035
29.306	192.582
29.406	193.129
29.506	193.675
29.606	194.769
29.706	195.316
29.806	195.862
29.906	196.956
30.006	197.502
30.106	198.049
30.206	199.143
30.306	199.689
30.406	200.236
30.506	200.783
30.606	201.876
30.706	202.423
30.806	202.970
30.906	204.063
31.006	204.610
31.106	205.157
31.206	206.250
31.306	206.797
31.406	207.344
31.506	208.437
31.606	208.984
31.706	209.531
31.806	210.624
31.906	211.171
32.006	211.718
32.106	212.265
32.206	213.358
32.306	213.905
32.406	214.452
32.506	215.545
32.606	216.092
32.706	216.638
32.806	217.185
32.906	218.279
33.006	218.825
33.107	219.372
33.206	220.466
33.306	221.012
33.406	221.559
33.506	222.653
33.606	223.199
33.706	223.746
33.806	224.293
33.906	225.386
34.006	225.933
34.106	226.480
34.206	227.573
34.306	228.120
34.406	228.667
34.506	229.760
34.606	230.307
34.707	230.854
34.806	231.947
34.906	232.494
35.006	233.041
35.106	234.134
35.206	234.681
35.306	235.228
35.406	235.775
35.506	236.868
35.606	237.415
35.706	237.962
35.806	238.508
35.906	239.602
36.007	240.148
36.106	240.695
36.206	241.242
36.306	242.335
36.406	242.882
36.506	243.429
36.606	244.522
36.706	245.069
36.806	245.616
36.906	246.163
37.006	246.709
37.106	247.803
37.206	248.350
37.306	248.896
37.406	249.443
37.506	249.990
37.606	251.083
37.706	251.630
37.806	252.177
37.906	252.724
38.006	253.270
38.106	253.817
38.206	254.364
38.306	254.911
38.406	0.000
38.506	0.000
38.606	0.000
38.706	0.000
38.806	0.000
38.906	0.000
39.006	0.000
39.106	0.000
39.206	0.000
39.306	0.000
39.406	0.000
