Motion Through Fluids Experiment Thu, Mar 02, 2023 1:38 PM
Time(sec)	Position(mm)
15.708	101.822
15.808	102.369
15.908	102.916
16.008	104.009
16.108	104.556
16.208	105.650
16.308	106.196
16.409	106.743
16.508	107.290
16.608	108.383
16.708	108.930
16.808	109.477
16.908	110.570
17.008	111.117
17.108	111.664
17.208	112.757
17.308	113.304
17.408	113.851
17.508	114.944
17.608	115.491
17.708	116.038
17.808	116.584
17.908	117.678
18.008	118.225
18.108	118.771
18.208	119.865
18.308	120.412
18.408	120.958
18.508	122.052
18.608	122.599
18.709	123.145
18.808	123.692
18.909	124.786
19.008	125.332
19.108	125.879
19.209	126.426
19.308	126.973
19.408	128.613
19.508	129.160
19.608	129.706
19.709	130.253
19.808	131.347
19.909	131.893
20.008	132.440
20.108	133.533
20.208	134.080
20.308	134.627
20.408	135.720
20.508	136.267
20.608	136.814
20.708	137.907
20.808	138.454
20.908	139.001
21.008	140.094
21.108	140.641
21.208	141.188
21.308	142.281
21.408	142.828
21.508	143.375
21.608	144.468
21.708	145.015
21.808	145.562
21.908	146.655
22.008	147.202
22.108	147.749
22.208	148.842
22.308	149.389
22.408	149.936
22.508	150.483
22.608	151.576
22.708	152.123
22.809	152.670
22.908	153.763
23.008	154.310
23.108	154.856
23.208	155.950
23.308	156.497
23.408	157.043
23.508	157.590
23.608	158.684
23.708	159.230
23.809	159.777
23.908	160.871
24.008	161.417
24.108	162.511
24.208	163.058
24.308	163.604
24.408	164.151
24.508	165.245
24.608	165.791
24.708	166.338
24.808	167.432
24.908	167.978
25.008	168.525
25.108	169.072
25.208	170.165
25.308	170.712
25.408	171.259
25.508	172.352
25.608	172.899
25.708	173.446
25.808	174.539
25.908	175.086
26.008	175.633
26.108	176.726
26.208	177.273
26.308	177.820
26.408	178.913
26.508	179.460
26.608	180.007
26.709	181.100
26.808	181.647
26.908	182.194
27.008	183.287
27.108	183.834
27.208	184.381
27.308	185.474
27.408	186.021
27.508	186.568
27.608	187.114
27.708	188.208
27.808	188.755
27.908	189.301
28.008	190.395
28.108	190.942
28.208	191.488
28.308	192.582
28.408	193.129
28.509	193.675
28.608	194.222
28.708	195.316
28.808	195.862
28.909	196.409
29.008	197.502
29.108	198.049
29.208	198.596
29.308	199.143
29.408	200.236
29.508	200.783
29.608	201.876
29.708	202.423
29.808	202.970
29.908	203.517
30.009	204.610
30.108	205.157
30.208	206.250
30.308	206.797
30.408	207.344
30.508	208.437
30.608	208.984
30.708	209.531
30.808	210.078
30.908	211.171
31.008	211.718
31.108	212.265
31.208	213.358
31.308	213.905
31.408	214.452
31.508	214.998
31.608	216.092
31.708	216.638
31.808	217.185
31.908	217.732
32.008	218.825
32.108	219.372
32.208	219.919
32.308	221.012
32.408	221.559
32.508	222.106
32.608	222.653
32.708	223.746
32.808	224.293
32.908	224.840
33.008	225.933
33.108	226.480
33.208	227.573
33.308	228.120
33.408	228.667
33.508	229.214
33.608	230.307
33.708	230.854
33.808	231.401
33.908	231.947
34.008	233.041
34.108	233.588
34.208	234.134
34.308	235.228
34.408	235.775
34.508	236.321
34.608	237.415
34.708	237.962
34.808	238.508
34.908	239.055
35.008	240.148
35.109	240.695
35.208	241.242
35.308	242.335
35.408	242.882
35.508	243.429
35.608	243.976
35.708	244.522
35.808	245.616
35.908	246.163
36.008	246.709
36.108	247.256
36.208	248.350
36.308	248.896
36.408	249.443
36.508	249.990
36.608	251.083
36.708	251.630
36.808	252.177
36.908	252.724
37.008	253.270
37.108	253.817
37.208	254.364
37.308	0.000
37.408	0.000
37.508	0.000
37.608	0.000
37.708	0.000
37.808	0.000
37.908	0.000
38.008	0.000
38.108	0.000
38.208	0.000
38.308	0.000
38.408	0.000
