Motion Through Fluids Experiment Tue, Feb 28, 2023 3:22 PM
Time(sec)	Position(mm)
10.968	42.227
11.035	43.321
11.102	43.868
11.169	44.414
11.236	45.508
11.303	46.601
11.370	47.148
11.437	47.695
11.504	46.601
11.571	49.882
11.638	50.428
11.705	51.522
11.772	52.069
11.839	53.162
11.906	54.256
11.973	54.802
12.040	55.349
12.107	56.443
12.174	57.536
12.241	58.083
12.308	59.176
12.375	59.723
12.442	60.817
12.509	61.363
12.576	62.457
12.643	63.004
12.710	64.097
12.777	64.644
12.844	65.737
12.911	66.831
12.978	67.378
13.045	68.471
13.113	69.018
13.179	69.564
13.246	70.658
13.313	71.751
13.380	72.298
13.447	73.392
13.514	73.938
13.582	75.032
13.648	75.579
13.715	76.672
13.782	77.219
13.849	78.312
13.916	78.859
13.983	79.953
14.050	81.046
14.117	81.593
14.184	82.686
14.251	83.233
14.318	83.780
14.385	84.873
14.452	85.967
14.519	86.514
14.586	87.607
14.653	88.154
14.720	89.247
14.787	89.794
14.854	90.887
14.921	91.434
14.988	92.528
15.055	93.074
15.122	94.168
15.189	94.715
15.256	95.808
15.323	96.902
15.390	97.448
15.457	97.995
15.524	99.089
15.591	100.182
15.658	100.729
15.725	101.822
15.792	102.369
15.859	103.463
15.926	104.009
15.993	105.103
16.060	105.650
16.127	106.743
16.194	107.837
16.261	108.383
16.328	109.477
16.395	110.024
16.462	111.117
16.529	111.664
16.596	112.757
16.663	113.304
16.730	114.397
16.797	114.944
16.864	116.038
16.931	116.584
16.998	117.678
17.065	118.225
17.132	119.318
17.199	119.865
17.266	120.958
17.333	121.505
17.400	122.599
17.467	123.145
17.534	124.239
17.602	124.786
17.668	125.879
17.735	126.973
17.802	127.519
17.869	128.613
17.936	129.706
18.003	129.706
18.070	130.800
18.137	131.893
18.204	132.440
18.271	132.987
18.338	134.080
18.405	135.174
18.472	135.720
18.539	136.814
18.606	137.361
18.673	138.454
18.740	139.001
18.807	140.094
18.874	141.188
18.941	141.735
19.008	142.281
19.075	143.375
19.142	144.468
19.209	145.015
19.276	146.109
19.343	146.655
19.410	147.749
19.477	148.296
19.544	149.389
19.611	149.936
19.678	151.029
19.745	151.576
19.812	152.670
19.879	153.216
19.946	154.310
20.013	154.856
20.080	155.950
20.147	156.497
20.214	157.590
20.281	158.137
20.348	159.230
20.415	159.777
20.482	160.871
20.549	161.417
20.616	162.511
20.683	163.058
20.750	164.151
20.818	164.698
20.884	165.791
20.951	166.338
21.018	167.432
21.085	167.978
21.152	169.072
21.219	170.165
21.286	170.712
21.353	171.806
21.420	172.352
21.488	173.446
21.554	173.992
21.621	175.086
21.688	175.633
21.755	176.726
21.822	177.273
21.889	178.366
21.956	178.913
22.024	180.007
22.090	180.553
22.157	181.647
22.224	182.740
22.292	183.287
22.358	183.834
22.425	184.927
22.492	185.474
22.559	186.568
22.626	187.114
22.693	188.208
22.760	188.755
22.827	189.848
22.894	190.395
22.961	191.488
23.028	192.582
23.095	193.129
23.163	194.222
23.229	194.769
23.296	194.769
23.363	196.409
23.430	196.956
23.497	198.049
23.564	199.143
23.631	199.689
23.698	200.236
23.765	201.330
23.832	202.423
23.899	202.970
23.966	204.063
24.033	204.610
24.100	205.704
24.167	206.250
24.234	207.344
24.301	207.891
24.368	208.984
24.435	209.531
24.502	210.624
24.570	211.171
24.636	212.265
24.703	212.811
24.770	213.905
24.837	214.452
24.904	215.545
24.972	216.092
25.038	217.185
25.105	217.732
25.172	218.825
25.239	219.372
25.306	220.466
25.373	221.012
25.440	222.106
25.507	222.653
25.574	223.746
25.641	224.293
25.708	225.386
25.775	225.933
25.842	227.027
25.909	227.573
25.976	228.667
26.043	229.214
26.110	230.307
26.177	230.854
26.244	231.947
26.311	232.494
26.378	233.588
26.445	234.134
26.512	235.228
26.579	236.321
26.646	236.868
26.713	237.962
26.780	238.508
26.847	239.602
26.914	240.148
26.981	240.695
27.048	241.789
27.115	242.882
27.182	243.429
27.249	243.976
27.316	245.069
27.383	245.616
27.450	246.163
27.517	247.256
27.584	247.803
27.651	248.896
27.718	249.443
27.785	249.990
27.852	251.083
27.919	251.630
27.986	252.724
28.053	253.270
28.120	253.817
28.187	254.911
28.254	255.457
28.321	0.000
28.388	0.000
28.455	0.000
28.522	0.000
28.589	0.000
28.656	0.000
28.723	0.000
28.790	0.000
28.857	0.000
28.924	0.000
